Year,Fuel,Vehicle_Category,Vehicles_Registered
2020,PETROL,LGV,199
2020,PETROL,LMV,112700
2020,PETROL,LPV,1071
2020,PETROL,MGV,0
2020,PETROL,MMV,0
2020,PETROL,MPV,0
2020,PETROL,OTH,4
2020,PETROL/CNG,2WIC,0
2020,PETROL/CNG,2WN,0
2020,PETROL/CNG,2WT,0
2020,PETROL/CNG,3WIC,0
2020,PETROL/CNG,3WN,1
2020,PETROL/CNG,3WT,213
2020,PETROL/CNG,4WIC,2
2020,PETROL/CNG,HGV,0
2020,PETROL/CNG,HMV,0
2020,PETROL/CNG,HPV,0
2020,PETROL/CNG,LGV,4
2020,PETROL/CNG,LMV,482
2020,PETROL/CNG,LPV,71
2020,PETROL/CNG,MGV,0
2020,PETROL/CNG,MMV,0
2020,PETROL/CNG,MPV,0
2020,PETROL/CNG,OTH,0
2020,PETROL/HYBRID,2WIC,0
2020,PETROL/HYBRID,2WN,2
2020,PETROL/HYBRID,2WT,0
2020,PETROL/HYBRID,3WIC,0
2020,PETROL/HYBRID,3WN,0
2020,PETROL/HYBRID,3WT,0
2020,PETROL/HYBRID,4WIC,3
2020,PETROL/HYBRID,HGV,0
2020,PETROL/HYBRID,HMV,0
2020,PETROL/HYBRID,HPV,0
2020,PETROL/HYBRID,LGV,0
2020,PETROL/HYBRID,LMV,6797
2020,PETROL/HYBRID,LPV,10
2020,PETROL/HYBRID,MGV,0
2020,PETROL/HYBRID,MMV,0
2020,PETROL/HYBRID,MPV,0
2020,PETROL/HYBRID,OTH,0
2020,PETROL/LPG,2WIC,0
2020,PETROL/LPG,2WN,0
2020,PETROL/LPG,2WT,0
2020,PETROL/LPG,3WIC,0
2020,PETROL/LPG,3WN,218
2020,PETROL/LPG,3WT,25258
2020,PETROL/LPG,4WIC,1
2020,PETROL/LPG,HGV,0
2020,PETROL/LPG,HMV,0
2020,PETROL/LPG,HPV,0
2020,PETROL/LPG,LGV,11
2020,PETROL/LPG,LMV,1250
2020,PETROL/LPG,LPV,296
2020,PETROL/LPG,MGV,0
2020,PETROL/LPG,MMV,0
2020,PETROL/LPG,MPV,0
2020,PETROL/LPG,OTH,0
2021,CNG ONLY,2WIC,0
2021,CNG ONLY,2WN,0
2021,CNG ONLY,2WT,0
2021,CNG ONLY,3WIC,0
2021,CNG ONLY,3WN,0
2021,CNG ONLY,3WT,11
2021,CNG ONLY,4WIC,0
2021,CNG ONLY,HGV,4
2021,CNG ONLY,HMV,0
2021,CNG ONLY,HPV,0
2021,CNG ONLY,LGV,6
2021,CNG ONLY,LMV,5
2021,CNG ONLY,LPV,0
2021,CNG ONLY,MGV,3
2021,CNG ONLY,MMV,2
2021,CNG ONLY,MPV,0
2021,CNG ONLY,OTH,0
2021,DIESEL,2WIC,0
2021,DIESEL,2WN,0
2021,DIESEL,2WT,0
2021,DIESEL,3WIC,0
2021,DIESEL,3WN,39
2021,DIESEL,3WT,5654
2021,DIESEL,4WIC,3
2021,DIESEL,HGV,5772
2021,DIESEL,HMV,216
2021,DIESEL,HPV,196
2021,DIESEL,LGV,28081
2021,DIESEL,LMV,54542
2021,DIESEL,LPV,1563
2021,DIESEL,MGV,3445
2021,DIESEL,MMV,2095
2021,DIESEL,MPV,327
2021,DIESEL,OTH,4380
2021,DIESEL/HYBRID,2WIC,0
2021,DIESEL/HYBRID,2WN,0
2021,DIESEL/HYBRID,2WT,0
2021,DIESEL/HYBRID,3WIC,0
2021,DIESEL/HYBRID,3WN,0
2021,DIESEL/HYBRID,3WT,0
2021,DIESEL/HYBRID,4WIC,0
2021,DIESEL/HYBRID,HGV,0
2021,DIESEL/HYBRID,HMV,0
2021,DIESEL/HYBRID,HPV,0
2021,DIESEL/HYBRID,LGV,0
2021,DIESEL/HYBRID,LMV,18
2021,DIESEL/HYBRID,LPV,0
2021,DIESEL/HYBRID,MGV,0
2021,DIESEL/HYBRID,MMV,0
2021,DIESEL/HYBRID,MPV,0
2021,DIESEL/HYBRID,OTH,0
2021,DUAL DIESEL/CNG,2WIC,0
2021,DUAL DIESEL/CNG,2WN,0
2021,DUAL DIESEL/CNG,2WT,0
2021,DUAL DIESEL/CNG,3WIC,0
2021,DUAL DIESEL/CNG,3WN,0
2021,DUAL DIESEL/CNG,3WT,0
2021,DUAL DIESEL/CNG,4WIC,0
2021,DUAL DIESEL/CNG,HGV,0
2021,DUAL DIESEL/CNG,HMV,0
2021,DUAL DIESEL/CNG,HPV,0
2021,DUAL DIESEL/CNG,LGV,1
2021,DUAL DIESEL/CNG,LMV,0
2021,DUAL DIESEL/CNG,LPV,0
2021,DUAL DIESEL/CNG,MGV,0
2021,DUAL DIESEL/CNG,MMV,0
2021,DUAL DIESEL/CNG,MPV,0
2021,DUAL DIESEL/CNG,OTH,0
2021,ELECTRIC(BOV),2WIC,1
2021,ELECTRIC(BOV),2WN,8479
2021,ELECTRIC(BOV),2WT,0
2021,ELECTRIC(BOV),3WIC,0
2021,ELECTRIC(BOV),3WN,2
2021,ELECTRIC(BOV),3WT,3132
2021,ELECTRIC(BOV),4WIC,0
2021,ELECTRIC(BOV),HGV,0
2021,ELECTRIC(BOV),HMV,0
2021,ELECTRIC(BOV),HPV,0
2021,ELECTRIC(BOV),LGV,11
2021,ELECTRIC(BOV),LMV,443
2021,ELECTRIC(BOV),LPV,2
2021,ELECTRIC(BOV),MGV,0
2021,ELECTRIC(BOV),MMV,0
2021,ELECTRIC(BOV),MPV,0
2021,ELECTRIC(BOV),OTH,0
2021,LPG ONLY,2WIC,0
2021,LPG ONLY,2WN,0
2021,LPG ONLY,2WT,0
2021,LPG ONLY,3WIC,0
2021,LPG ONLY,3WN,32
2021,LPG ONLY,3WT,1453
2021,LPG ONLY,4WIC,0
2021,LPG ONLY,HGV,0
2021,LPG ONLY,HMV,0
2021,LPG ONLY,HPV,0
2021,LPG ONLY,LGV,0
2021,LPG ONLY,LMV,2
2021,LPG ONLY,LPV,1
2021,LPG ONLY,MGV,0
2021,LPG ONLY,MMV,0
2021,LPG ONLY,MPV,0
2021,LPG ONLY,OTH,0
2021,NOT APPLICABLE,2WIC,0
2021,NOT APPLICABLE,2WN,0
2021,NOT APPLICABLE,2WT,0
2021,NOT APPLICABLE,3WIC,0
2021,NOT APPLICABLE,3WN,0
2021,NOT APPLICABLE,3WT,0
2021,NOT APPLICABLE,4WIC,0
2021,NOT APPLICABLE,HGV,0
2021,NOT APPLICABLE,HMV,0
2021,NOT APPLICABLE,HPV,0
2021,NOT APPLICABLE,LGV,2
2021,NOT APPLICABLE,LMV,151
2021,NOT APPLICABLE,LPV,0
2021,NOT APPLICABLE,MGV,0
2021,NOT APPLICABLE,MMV,2
2021,NOT APPLICABLE,MPV,0
2021,NOT APPLICABLE,OTH,0
2021,PETROL,2WIC,1756
2021,PETROL,2WN,1218279
2021,PETROL,2WT,0
2021,PETROL,3WIC,0
2021,PETROL,3WN,9
2021,PETROL,3WT,305
2021,PETROL,4WIC,110
2021,PETROL,HGV,0
2021,PETROL,HMV,0
2021,PETROL,HPV,1
2021,PETROL,LGV,2213
2021,PETROL,LMV,117345
2021,PETROL,LPV,1795
2021,PETROL,MGV,0
2021,PETROL,MMV,0
2021,PETROL,MPV,0
2021,PETROL,OTH,1
2021,PETROL/CNG,2WIC,0
2021,PETROL/CNG,2WN,0
2021,PETROL/CNG,2WT,0
2021,PETROL/CNG,3WIC,0
2021,PETROL/CNG,3WN,0
2021,PETROL/CNG,3WT,21
2021,PETROL/CNG,4WIC,2
2021,PETROL/CNG,HGV,0
2021,PETROL/CNG,HMV,0
2021,PETROL/CNG,HPV,0
2021,PETROL/CNG,LGV,18
2021,PETROL/CNG,LMV,550
2021,PETROL/CNG,LPV,177
2021,PETROL/CNG,MGV,0
2021,PETROL/CNG,MMV,0
2021,PETROL/CNG,MPV,0
2021,PETROL/CNG,OTH,0
2021,PETROL/ETHANOL,2WIC,0
2021,PETROL/ETHANOL,2WN,2
2021,PETROL/ETHANOL,2WT,0
2021,PETROL/ETHANOL,3WIC,0
2021,PETROL/ETHANOL,3WN,0
2021,PETROL/ETHANOL,3WT,0
2021,PETROL/ETHANOL,4WIC,0
2021,PETROL/ETHANOL,HGV,0
2021,PETROL/ETHANOL,HMV,0
2021,PETROL/ETHANOL,HPV,0
2021,PETROL/ETHANOL,LGV,0
2021,PETROL/ETHANOL,LMV,0
2021,PETROL/ETHANOL,LPV,0
2021,PETROL/ETHANOL,MGV,0
2021,PETROL/ETHANOL,MMV,0
2021,PETROL/ETHANOL,MPV,0
2021,PETROL/ETHANOL,OTH,0
2021,PETROL/HYBRID,2WIC,0
2021,PETROL/HYBRID,2WN,0
2021,PETROL/HYBRID,2WT,0
2021,PETROL/HYBRID,3WIC,0
2021,PETROL/HYBRID,3WN,0
2021,PETROL/HYBRID,3WT,0
2021,PETROL/HYBRID,4WIC,13
2021,PETROL/HYBRID,HGV,0
2021,PETROL/HYBRID,HMV,0
2021,PETROL/HYBRID,HPV,0
2021,PETROL/HYBRID,LGV,0
2021,PETROL/HYBRID,LMV,11944
2021,PETROL/HYBRID,LPV,24
2021,PETROL/HYBRID,MGV,0
2021,PETROL/HYBRID,MMV,0
2021,PETROL/HYBRID,MPV,0
2021,PETROL/HYBRID,OTH,0
2021,PETROL/HYBRID/CNG,2WIC,0
2021,PETROL/HYBRID/CNG,2WN,0
2021,PETROL/HYBRID/CNG,2WT,0
2021,PETROL/HYBRID/CNG,3WIC,0
2021,PETROL/HYBRID/CNG,3WN,0
2021,PETROL/HYBRID/CNG,3WT,0
2021,PETROL/HYBRID/CNG,4WIC,0
2021,PETROL/HYBRID/CNG,HGV,0
2021,PETROL/HYBRID/CNG,HMV,0
2021,PETROL/HYBRID/CNG,HPV,0
2021,PETROL/HYBRID/CNG,LGV,0
2021,PETROL/HYBRID/CNG,LMV,1
2021,PETROL/HYBRID/CNG,LPV,0
2021,PETROL/HYBRID/CNG,MGV,0
2021,PETROL/HYBRID/CNG,MMV,0
2021,PETROL/HYBRID/CNG,MPV,0
2021,PETROL/HYBRID/CNG,OTH,0
2021,PETROL/LPG,2WIC,0
2021,PETROL/LPG,2WN,0
2021,PETROL/LPG,2WT,0
2021,PETROL/LPG,3WIC,0
2021,PETROL/LPG,3WN,62
2021,PETROL/LPG,3WT,2498
2021,PETROL/LPG,4WIC,1
2021,PETROL/LPG,HGV,0
2021,PETROL/LPG,HMV,0
2021,PETROL/LPG,HPV,0
2021,PETROL/LPG,LGV,7
2021,PETROL/LPG,LMV,903
2021,PETROL/LPG,LPV,187
2021,PETROL/LPG,MGV,0
2021,PETROL/LPG,MMV,0
2021,PETROL/LPG,MPV,0
2021,PETROL/LPG,OTH,0
2022,CNG ONLY,2WIC,0
2022,CNG ONLY,2WN,0
2022,CNG ONLY,2WT,0
2022,CNG ONLY,3WIC,0
2022,CNG ONLY,3WN,31
2022,CNG ONLY,3WT,2395
2022,CNG ONLY,4WIC,0
2022,CNG ONLY,HGV,34
2022,CNG ONLY,HMV,0
2022,CNG ONLY,HPV,0
2022,CNG ONLY,LGV,918
2022,CNG ONLY,LMV,6
2022,CNG ONLY,LPV,1
2022,CNG ONLY,MGV,385
2022,CNG ONLY,MMV,2
2022,CNG ONLY,MPV,1
2022,CNG ONLY,OTH,0
2022,DIESEL,2WIC,0
2022,DIESEL,2WN,0
2022,DIESEL,2WT,0
2022,DIESEL,3WIC,0
2022,DIESEL,3WN,33
2022,DIESEL,3WT,4486
2022,DIESEL,4WIC,12
2022,DIESEL,HGV,9617
2022,DIESEL,HMV,173
2022,DIESEL,HPV,285
2022,DIESEL,LGV,32913
2022,DIESEL,LMV,61994
2022,DIESEL,LPV,1972
2022,DIESEL,MGV,5573
2022,DIESEL,MMV,1501
2022,DIESEL,MPV,642
2022,DIESEL,OTH,3258
2022,DIESEL/HYBRID,2WIC,0
2022,DIESEL/HYBRID,2WN,0
2022,DIESEL/HYBRID,2WT,0
2022,DIESEL/HYBRID,3WIC,0
2022,DIESEL/HYBRID,3WN,0
2022,DIESEL/HYBRID,3WT,0
2022,DIESEL/HYBRID,4WIC,0
2022,DIESEL/HYBRID,HGV,0
2022,DIESEL/HYBRID,HMV,0
2022,DIESEL/HYBRID,HPV,0
2022,DIESEL/HYBRID,LGV,0
2022,DIESEL/HYBRID,LMV,9
2022,DIESEL/HYBRID,LPV,0
2022,DIESEL/HYBRID,MGV,0
2022,DIESEL/HYBRID,MMV,0
2022,DIESEL/HYBRID,MPV,0
2022,DIESEL/HYBRID,OTH,0
2022,ELECTRIC(BOV),2WIC,0
2022,ELECTRIC(BOV),2WN,35678
2022,ELECTRIC(BOV),2WT,0
2022,ELECTRIC(BOV),3WIC,0
2022,ELECTRIC(BOV),3WN,13
2022,ELECTRIC(BOV),3WT,1888
2022,ELECTRIC(BOV),4WIC,1
2022,ELECTRIC(BOV),HGV,0
2022,ELECTRIC(BOV),HMV,0
2022,ELECTRIC(BOV),HPV,0
2022,ELECTRIC(BOV),LGV,900
2022,ELECTRIC(BOV),LMV,1170
2022,ELECTRIC(BOV),LPV,13
2022,ELECTRIC(BOV),MGV,0
2022,ELECTRIC(BOV),MMV,0
2022,ELECTRIC(BOV),MPV,0
2022,ELECTRIC(BOV),OTH,0
2022,LPG ONLY,2WIC,0
2022,LPG ONLY,2WN,0
2022,LPG ONLY,2WT,0
2022,LPG ONLY,3WIC,0
2022,LPG ONLY,3WN,40
2022,LPG ONLY,3WT,1487
2022,LPG ONLY,4WIC,0
2022,LPG ONLY,HGV,0
2022,LPG ONLY,HMV,0
2022,LPG ONLY,HPV,0
2022,LPG ONLY,LGV,0
2022,LPG ONLY,LMV,2
2022,LPG ONLY,LPV,1
2022,LPG ONLY,MGV,0
2022,LPG ONLY,MMV,0
2022,LPG ONLY,MPV,0
2022,LPG ONLY,OTH,0
2022,NOT APPLICABLE,2WIC,0
2022,NOT APPLICABLE,2WN,0
2022,NOT APPLICABLE,2WT,0
2022,NOT APPLICABLE,3WIC,0
2022,NOT APPLICABLE,3WN,0
2022,NOT APPLICABLE,3WT,0
2022,NOT APPLICABLE,4WIC,0
2022,NOT APPLICABLE,HGV,1
2022,NOT APPLICABLE,HMV,0
2022,NOT APPLICABLE,HPV,0
2022,NOT APPLICABLE,LGV,0
2022,NOT APPLICABLE,LMV,1
2022,NOT APPLICABLE,LPV,0
2022,NOT APPLICABLE,MGV,0
2022,NOT APPLICABLE,MMV,0
2022,NOT APPLICABLE,MPV,0
2022,NOT APPLICABLE,OTH,0
2022,PETROL,2WIC,3434
2022,PETROL,2WN,1113612
2022,PETROL,2WT,0
2022,PETROL,3WIC,1
2022,PETROL,3WN,16
2022,PETROL,3WT,287
2022,PETROL,4WIC,175
2022,PETROL,HGV,0
2022,PETROL,HMV,0
2022,PETROL,HPV,1
2022,PETROL,LGV,3495
2022,PETROL,LMV,139913
2022,PETROL,LPV,2280
2022,PETROL,MGV,0
2022,PETROL,MMV,0
2022,PETROL,MPV,0
2022,PETROL,OTH,1
2022,PETROL/CNG,2WIC,0
2022,PETROL/CNG,2WN,0
2022,PETROL/CNG,2WT,0
2022,PETROL/CNG,3WIC,0
2022,PETROL/CNG,3WN,12
2022,PETROL/CNG,3WT,833
2022,PETROL/CNG,4WIC,1
2022,PETROL/CNG,HGV,0
2022,PETROL/CNG,HMV,0
2022,PETROL/CNG,HPV,0
2022,PETROL/CNG,LGV,33
2022,PETROL/CNG,LMV,2413
2022,PETROL/CNG,LPV,298
2022,PETROL/CNG,MGV,0
2022,PETROL/CNG,MMV,0
2022,PETROL/CNG,MPV,0
2022,PETROL/CNG,OTH,0
2022,PETROL/HYBRID,2WIC,0
2022,PETROL/HYBRID,2WN,0
2022,PETROL/HYBRID,2WT,0
2022,PETROL/HYBRID,3WIC,0
2022,PETROL/HYBRID,3WN,0
2022,PETROL/HYBRID,3WT,0
2022,PETROL/HYBRID,4WIC,8
2022,PETROL/HYBRID,HGV,0
2022,PETROL/HYBRID,HMV,0
2022,PETROL/HYBRID,HPV,0
2022,PETROL/HYBRID,LGV,0
2022,PETROL/HYBRID,LMV,13699
2022,PETROL/HYBRID,LPV,33
2022,PETROL/HYBRID,MGV,0
2022,PETROL/HYBRID,MMV,0
2022,PETROL/HYBRID,MPV,0
2022,PETROL/HYBRID,OTH,0
2022,PETROL/HYBRID/CNG,2WIC,0
2022,PETROL/HYBRID/CNG,2WN,0
2022,PETROL/HYBRID/CNG,2WT,0
2022,PETROL/HYBRID/CNG,3WIC,0
2022,PETROL/HYBRID/CNG,3WN,0
2022,PETROL/HYBRID/CNG,3WT,0
2022,PETROL/HYBRID/CNG,4WIC,0
2022,PETROL/HYBRID/CNG,HGV,0
2022,PETROL/HYBRID/CNG,HMV,0
2022,PETROL/HYBRID/CNG,HPV,0
2022,PETROL/HYBRID/CNG,LGV,0
2022,PETROL/HYBRID/CNG,LMV,1
2022,PETROL/HYBRID/CNG,LPV,1
2022,PETROL/HYBRID/CNG,MGV,0
2022,PETROL/HYBRID/CNG,MMV,0
2022,PETROL/HYBRID/CNG,MPV,0
2022,PETROL/HYBRID/CNG,OTH,0
2022,PETROL/LPG,2WIC,0
2022,PETROL/LPG,2WN,0
2022,PETROL/LPG,2WT,0
2022,PETROL/LPG,3WIC,0
2022,PETROL/LPG,3WN,30
2022,PETROL/LPG,3WT,1258
2022,PETROL/LPG,4WIC,0
2022,PETROL/LPG,HGV,0
2022,PETROL/LPG,HMV,0
2022,PETROL/LPG,HPV,0
2022,PETROL/LPG,LGV,5
2022,PETROL/LPG,LMV,645
2022,PETROL/LPG,LPV,149
2022,PETROL/LPG,MGV,0
2022,PETROL/LPG,MMV,0
2022,PETROL/LPG,MPV,0
2022,PETROL/LPG,OTH,0
2023,CNG ONLY,2WIC,0
2023,CNG ONLY,2WN,0
2023,CNG ONLY,2WT,0
2023,CNG ONLY,3WIC,0
2023,CNG ONLY,3WN,111
2023,CNG ONLY,3WT,13365
2023,CNG ONLY,4WIC,0
2023,CNG ONLY,HGV,171
2023,CNG ONLY,HMV,0
2023,CNG ONLY,HPV,7
2023,CNG ONLY,LGV,1611
2023,CNG ONLY,LMV,6
2023,CNG ONLY,LPV,10
2023,CNG ONLY,MGV,413
2023,CNG ONLY,MMV,1
2023,CNG ONLY,MPV,39
2023,CNG ONLY,OTH,0
2023,DIESEL,2WIC,0
2023,DIESEL,2WN,0
2023,DIESEL,2WT,0
2023,DIESEL,3WIC,0
2023,DIESEL,3WN,39
2023,DIESEL,3WT,6104
2023,DIESEL,4WIC,23
2023,DIESEL,HGV,15729
2023,DIESEL,HMV,387
2023,DIESEL,HPV,922
2023,DIESEL,LGV,44048
2023,DIESEL,LMV,71263
2023,DIESEL,LPV,3975
2023,DIESEL,MGV,6250
2023,DIESEL,MMV,1414
2023,DIESEL,MPV,1821
2023,DIESEL,OTH,3734
2023,DIESEL/HYBRID,2WIC,0
2023,DIESEL/HYBRID,2WN,0
2023,DIESEL/HYBRID,2WT,0
2023,DIESEL/HYBRID,3WIC,0
2023,DIESEL/HYBRID,3WN,0
2023,DIESEL/HYBRID,3WT,0
2023,DIESEL/HYBRID,4WIC,0
2023,DIESEL/HYBRID,HGV,0
2023,DIESEL/HYBRID,HMV,0
2023,DIESEL/HYBRID,HPV,0
2023,DIESEL/HYBRID,LGV,0
2023,DIESEL/HYBRID,LMV,123
2023,DIESEL/HYBRID,LPV,1
2023,DIESEL/HYBRID,MGV,0
2023,DIESEL/HYBRID,MMV,0
2023,DIESEL/HYBRID,MPV,0
2023,DIESEL/HYBRID,OTH,0
2023,ELECTRIC(BOV),2WIC,0
2023,ELECTRIC(BOV),2WN,65772
2023,ELECTRIC(BOV),2WT,0
2023,ELECTRIC(BOV),3WIC,0
2023,ELECTRIC(BOV),3WN,27
2023,ELECTRIC(BOV),3WT,2741
2023,ELECTRIC(BOV),4WIC,0
2023,ELECTRIC(BOV),HGV,0
2023,ELECTRIC(BOV),HMV,0
2023,ELECTRIC(BOV),HPV,0
2023,ELECTRIC(BOV),LGV,219
2023,ELECTRIC(BOV),LMV,3100
2023,ELECTRIC(BOV),LPV,15
2023,ELECTRIC(BOV),MGV,0
2023,ELECTRIC(BOV),MMV,0
2023,ELECTRIC(BOV),MPV,0
2023,ELECTRIC(BOV),OTH,0
2023,LPG ONLY,2WIC,0
2023,LPG ONLY,2WN,0
2023,LPG ONLY,2WT,0
2023,LPG ONLY,3WIC,0
2023,LPG ONLY,3WN,14
2023,LPG ONLY,3WT,1314
2023,LPG ONLY,4WIC,0
2023,LPG ONLY,HGV,0
2023,LPG ONLY,HMV,0
2023,LPG ONLY,HPV,0
2023,LPG ONLY,LGV,0
2023,LPG ONLY,LMV,0
2023,LPG ONLY,LPV,0
2023,LPG ONLY,MGV,0
2023,LPG ONLY,MMV,0
2023,LPG ONLY,MPV,0
2023,LPG ONLY,OTH,0
2023,NOT APPLICABLE,2WIC,0
2023,NOT APPLICABLE,2WN,0
2023,NOT APPLICABLE,2WT,0
2023,NOT APPLICABLE,3WIC,0
2023,NOT APPLICABLE,3WN,0
2023,NOT APPLICABLE,3WT,0
2023,NOT APPLICABLE,4WIC,0
2023,NOT APPLICABLE,HGV,1
2023,NOT APPLICABLE,HMV,0
2023,NOT APPLICABLE,HPV,0
2023,NOT APPLICABLE,LGV,1
2023,NOT APPLICABLE,LMV,2
2023,NOT APPLICABLE,LPV,0
2023,NOT APPLICABLE,MGV,0
2023,NOT APPLICABLE,MMV,0
2023,NOT APPLICABLE,MPV,0
2023,NOT APPLICABLE,OTH,0
2023,PETROL,2WIC,3387
2023,PETROL,2WN,1279804
2023,PETROL,2WT,0
2023,PETROL,3WIC,0
2023,PETROL,3WN,9
2023,PETROL,3WT,315
2023,PETROL,4WIC,228
2023,PETROL,HGV,0
2023,PETROL,HMV,0
2023,PETROL,HPV,0
2023,PETROL,LGV,2478
2023,PETROL,LMV,165755
2023,PETROL,LPV,1843
2023,PETROL,MGV,0
2023,PETROL,MMV,0
2023,PETROL,MPV,0
2023,PETROL,OTH,2
2023,PETROL/CNG,2WIC,0
2023,PETROL/CNG,2WN,1
2023,PETROL/CNG,2WT,0
2023,PETROL/CNG,3WIC,0
2023,PETROL/CNG,3WN,26
2023,PETROL/CNG,3WT,1850
2023,PETROL/CNG,4WIC,5
2023,PETROL/CNG,HGV,0
2023,PETROL/CNG,HMV,0
2023,PETROL/CNG,HPV,0
2023,PETROL/CNG,LGV,45
2023,PETROL/CNG,LMV,5682
2023,PETROL/CNG,LPV,2258
2023,PETROL/CNG,MGV,0
2023,PETROL/CNG,MMV,0
2023,PETROL/CNG,MPV,0
2023,PETROL/CNG,OTH,0
2023,PETROL(E20)/LPG,2WIC,0
2023,PETROL(E20)/LPG,2WN,0
2023,PETROL(E20)/LPG,2WT,0
2023,PETROL(E20)/LPG,3WIC,0
2023,PETROL(E20)/LPG,3WN,0
2023,PETROL(E20)/LPG,3WT,0
2023,PETROL(E20)/LPG,4WIC,0
2023,PETROL(E20)/LPG,HGV,0
2023,PETROL(E20)/LPG,HMV,0
2023,PETROL(E20)/LPG,HPV,0
2023,PETROL(E20)/LPG,LGV,0
2023,PETROL(E20)/LPG,LMV,1
2023,PETROL(E20)/LPG,LPV,0
2023,PETROL(E20)/LPG,MGV,0
2023,PETROL(E20)/LPG,MMV,0
2023,PETROL(E20)/LPG,MPV,0
2023,PETROL(E20)/LPG,OTH,0
2023,PETROL/ETHANOL,2WIC,0
2023,PETROL/ETHANOL,2WN,3275
2023,PETROL/ETHANOL,2WT,0
2023,PETROL/ETHANOL,3WIC,0
2023,PETROL/ETHANOL,3WN,0
2023,PETROL/ETHANOL,3WT,0
2023,PETROL/ETHANOL,4WIC,0
2023,PETROL/ETHANOL,HGV,0
2023,PETROL/ETHANOL,HMV,0
2023,PETROL/ETHANOL,HPV,0
2023,PETROL/ETHANOL,LGV,0
2023,PETROL/ETHANOL,LMV,0
2023,PETROL/ETHANOL,LPV,0
2023,PETROL/ETHANOL,MGV,0
2023,PETROL/ETHANOL,MMV,0
2023,PETROL/ETHANOL,MPV,0
2023,PETROL/ETHANOL,OTH,0
2023,PETROL/HYBRID,2WIC,0
2023,PETROL/HYBRID,2WN,0
2023,PETROL/HYBRID,2WT,0
2023,PETROL/HYBRID,3WIC,0
2023,PETROL/HYBRID,3WN,0
2023,PETROL/HYBRID,3WT,0
2023,PETROL/HYBRID,4WIC,12
2023,PETROL/HYBRID,HGV,0
2023,PETROL/HYBRID,HMV,0
2023,PETROL/HYBRID,HPV,0
2023,PETROL/HYBRID,LGV,0
2023,PETROL/HYBRID,LMV,18905
2023,PETROL/HYBRID,LPV,177
