Year,Fuel,Vehicle_Category,Vehicles_Registered
2023,PETROL/HYBRID,MGV,0
2023,PETROL/HYBRID,MMV,0
2023,PETROL/HYBRID,MPV,0
2023,PETROL/HYBRID,OTH,0
2023,PETROL/HYBRID/CNG,2WIC,0
2023,PETROL/HYBRID/CNG,2WN,0
2023,PETROL/HYBRID/CNG,2WT,0
2023,PETROL/HYBRID/CNG,3WIC,0
2023,PETROL/HYBRID/CNG,3WN,0
2023,PETROL/HYBRID/CNG,3WT,0
2023,PETROL/HYBRID/CNG,4WIC,0
2023,PETROL/HYBRID/CNG,HGV,0
2023,PETROL/HYBRID/CNG,HMV,0
2023,PETROL/HYBRID/CNG,HPV,0
2023,PETROL/HYBRID/CNG,LGV,0
2023,PETROL/HYBRID/CNG,LMV,1
2023,PETROL/HYBRID/CNG,LPV,0
2023,PETROL/HYBRID/CNG,MGV,0
2023,PETROL/HYBRID/CNG,MMV,0
2023,PETROL/HYBRID/CNG,MPV,0
2023,PETROL/HYBRID/CNG,OTH,0
2023,PETROL/LPG,2WIC,0
2023,PETROL/LPG,2WN,0
2023,PETROL/LPG,2WT,0
2023,PETROL/LPG,3WIC,0
2023,PETROL/LPG,3WN,14
2023,PETROL/LPG,3WT,1104
2023,PETROL/LPG,4WIC,0
2023,PETROL/LPG,HGV,0
2023,PETROL/LPG,HMV,0
2023,PETROL/LPG,HPV,0
2023,PETROL/LPG,LGV,1
2023,PETROL/LPG,LMV,238
2023,PETROL/LPG,LPV,72
2023,PETROL/LPG,MGV,0
2023,PETROL/LPG,MMV,0
2023,PETROL/LPG,MPV,0
2023,PETROL/LPG,OTH,0
2023,PURE EV,2WIC,0
2023,PURE EV,2WN,0
2023,PURE EV,2WT,0
2023,PURE EV,3WIC,0
2023,PURE EV,3WN,0
2023,PURE EV,3WT,0
2023,PURE EV,4WIC,0
2023,PURE EV,HGV,0
2023,PURE EV,HMV,0
2023,PURE EV,HPV,0
2023,PURE EV,LGV,0
2023,PURE EV,LMV,0
2023,PURE EV,LPV,5
2023,PURE EV,MGV,0
2023,PURE EV,MMV,0
2023,PURE EV,MPV,0
2023,PURE EV,OTH,0
2024,CNG ONLY,2WIC,0
2024,CNG ONLY,2WN,0
2024,CNG ONLY,2WT,0
2024,CNG ONLY,3WIC,0
2024,CNG ONLY,3WN,169
2024,CNG ONLY,3WT,30081
2024,CNG ONLY,4WIC,0
2024,CNG ONLY,HGV,150
2024,CNG ONLY,HMV,0
2024,CNG ONLY,HPV,8
2024,CNG ONLY,LGV,1441
2024,CNG ONLY,LMV,3
2024,CNG ONLY,LPV,14
2024,CNG ONLY,MGV,197
2024,CNG ONLY,MMV,1
2024,CNG ONLY,MPV,60
2024,CNG ONLY,OTH,0
2024,DIESEL,2WIC,0
2024,DIESEL,2WN,0
2024,DIESEL,2WT,0
2024,DIESEL,3WIC,0
2024,DIESEL,3WN,26
2024,DIESEL,3WT,10052
2024,DIESEL,4WIC,20
2024,DIESEL,HGV,16133
2024,DIESEL,HMV,484
2024,DIESEL,HPV,1965
2024,DIESEL,LGV,40883
2024,DIESEL,LMV,70478
2024,DIESEL,LPV,5696
2024,DIESEL,MGV,6507
2024,DIESEL,MMV,1247
2024,DIESEL,MPV,2366
2024,DIESEL,OTH,4889
2024,DIESEL/HYBRID,2WIC,0
2024,DIESEL/HYBRID,2WN,0
2024,DIESEL/HYBRID,2WT,0
2024,DIESEL/HYBRID,3WIC,0
2024,DIESEL/HYBRID,3WN,0
2024,DIESEL/HYBRID,3WT,0
2024,DIESEL/HYBRID,4WIC,0
2024,DIESEL/HYBRID,HGV,0
2024,DIESEL/HYBRID,HMV,0
2024,DIESEL/HYBRID,HPV,0
2024,DIESEL/HYBRID,LGV,0
2024,DIESEL/HYBRID,LMV,256
2024,DIESEL/HYBRID,LPV,0
2024,DIESEL/HYBRID,MGV,0
2024,DIESEL/HYBRID,MMV,0
2024,DIESEL/HYBRID,MPV,0
2024,DIESEL/HYBRID,OTH,0
2024,ELECTRIC(BOV),2WIC,0
2024,ELECTRIC(BOV),2WN,87405
2024,ELECTRIC(BOV),2WT,0
2024,ELECTRIC(BOV),3WIC,0
2024,ELECTRIC(BOV),3WN,56
2024,ELECTRIC(BOV),3WT,6113
2024,ELECTRIC(BOV),4WIC,3
2024,ELECTRIC(BOV),HGV,74
2024,ELECTRIC(BOV),HMV,0
2024,ELECTRIC(BOV),HPV,130
2024,ELECTRIC(BOV),LGV,571
2024,ELECTRIC(BOV),LMV,6463
2024,ELECTRIC(BOV),LPV,414
2024,ELECTRIC(BOV),MGV,0
2024,ELECTRIC(BOV),MMV,0
2024,ELECTRIC(BOV),MPV,0
2024,ELECTRIC(BOV),OTH,0
2024,LNG,2WIC,0
2024,LNG,2WN,0
2024,LNG,2WT,0
2024,LNG,3WIC,0
2024,LNG,3WN,0
2024,LNG,3WT,0
2024,LNG,4WIC,0
2024,LNG,HGV,67
2024,LNG,HMV,0
2024,LNG,HPV,0
2024,LNG,LGV,0
2024,LNG,LMV,0
2024,LNG,LPV,0
2024,LNG,MGV,0
2024,LNG,MMV,0
2024,LNG,MPV,0
2024,LNG,OTH,0
2024,LPG ONLY,2WIC,0
2024,LPG ONLY,2WN,0
2024,LPG ONLY,2WT,0
2024,LPG ONLY,3WIC,0
2024,LPG ONLY,3WN,17
2024,LPG ONLY,3WT,3001
2024,LPG ONLY,4WIC,0
2024,LPG ONLY,HGV,0
2024,LPG ONLY,HMV,0
2024,LPG ONLY,HPV,0
2024,LPG ONLY,LGV,0
2024,LPG ONLY,LMV,0
2024,LPG ONLY,LPV,0
2024,LPG ONLY,MGV,0
2024,LPG ONLY,MMV,0
2024,LPG ONLY,MPV,0
2024,LPG ONLY,OTH,0
2024,NOT APPLICABLE,2WIC,0
2024,NOT APPLICABLE,2WN,1
2024,NOT APPLICABLE,2WT,0
2024,NOT APPLICABLE,3WIC,0
2024,NOT APPLICABLE,3WN,0
2024,NOT APPLICABLE,3WT,0
2024,NOT APPLICABLE,4WIC,0
2024,NOT APPLICABLE,HGV,2
2024,NOT APPLICABLE,HMV,0
2024,NOT APPLICABLE,HPV,0
2024,NOT APPLICABLE,LGV,0
2024,NOT APPLICABLE,LMV,0
2024,NOT APPLICABLE,LPV,0
2024,NOT APPLICABLE,MGV,0
2024,NOT APPLICABLE,MMV,0
2024,NOT APPLICABLE,MPV,0
2024,NOT APPLICABLE,OTH,0
2024,PETROL,2WIC,6465
2024,PETROL,2WN,1225757
2024,PETROL,2WT,0
2024,PETROL,3WIC,0
2024,PETROL,3WN,14
2024,PETROL,3WT,257
2024,PETROL,4WIC,270
2024,PETROL,HGV,0
2024,PETROL,HMV,0
2024,PETROL,HPV,3
2024,PETROL,LGV,2116
2024,PETROL,LMV,174430
2024,PETROL,LPV,5707
2024,PETROL,MGV,0
2024,PETROL,MMV,0
2024,PETROL,MPV,1
2024,PETROL,OTH,11
2024,PETROL/CNG,2WIC,0
2024,PETROL/CNG,2WN,0
2024,PETROL/CNG,2WT,0
2024,PETROL/CNG,3WIC,0
2024,PETROL/CNG,3WN,2
2024,PETROL/CNG,3WT,161
2024,PETROL/CNG,4WIC,4
2024,PETROL/CNG,HGV,0
2024,PETROL/CNG,HMV,0
2024,PETROL/CNG,HPV,0
2024,PETROL/CNG,LGV,278
2024,PETROL/CNG,LMV,7767
2024,PETROL/CNG,LPV,8411
2024,PETROL/CNG,MGV,0
2024,PETROL/CNG,MMV,0
2024,PETROL/CNG,MPV,0
2024,PETROL/CNG,OTH,0
2024,PETROL(E20)/CNG,2WIC,0
2024,PETROL(E20)/CNG,2WN,0
2024,PETROL(E20)/CNG,2WT,0
2024,PETROL(E20)/CNG,3WIC,0
2024,PETROL(E20)/CNG,3WN,0
2024,PETROL(E20)/CNG,3WT,0
2024,PETROL(E20)/CNG,4WIC,0
2024,PETROL(E20)/CNG,HGV,0
2024,PETROL(E20)/CNG,HMV,0
2024,PETROL(E20)/CNG,HPV,0
2024,PETROL(E20)/CNG,LGV,0
2024,PETROL(E20)/CNG,LMV,1
2024,PETROL(E20)/CNG,LPV,0
2024,PETROL(E20)/CNG,MGV,0
2024,PETROL(E20)/CNG,MMV,0
2024,PETROL(E20)/CNG,MPV,0
2024,PETROL(E20)/CNG,OTH,0
2024,PETROL/ETHANOL,2WIC,2
2024,PETROL/ETHANOL,2WN,134350
2024,PETROL/ETHANOL,2WT,0
2024,PETROL/ETHANOL,3WIC,0
2024,PETROL/ETHANOL,3WN,0
2024,PETROL/ETHANOL,3WT,0
2024,PETROL/ETHANOL,4WIC,0
2024,PETROL/ETHANOL,HGV,0
2024,PETROL/ETHANOL,HMV,0
2024,PETROL/ETHANOL,HPV,0
2024,PETROL/ETHANOL,LGV,0
2024,PETROL/ETHANOL,LMV,0
2024,PETROL/ETHANOL,LPV,0
2024,PETROL/ETHANOL,MGV,0
2024,PETROL/ETHANOL,MMV,0
2024,PETROL/ETHANOL,MPV,0
2024,PETROL/ETHANOL,OTH,0
2024,PETROL/HYBRID,2WIC,0
2024,PETROL/HYBRID,2WN,0
2024,PETROL/HYBRID,2WT,0
2024,PETROL/HYBRID,3WIC,0
2024,PETROL/HYBRID,3WN,0
2024,PETROL/HYBRID,3WT,0
2024,PETROL/HYBRID,4WIC,22
2024,PETROL/HYBRID,HGV,0
2024,PETROL/HYBRID,HMV,0
2024,PETROL/HYBRID,HPV,0
2024,PETROL/HYBRID,LGV,0
2024,PETROL/HYBRID,LMV,24567
2024,PETROL/HYBRID,LPV,646
2024,PETROL/HYBRID,MGV,0
2024,PETROL/HYBRID,MMV,0
2024,PETROL/HYBRID,MPV,0
2024,PETROL/HYBRID,OTH,0
2024,PETROL/HYBRID/CNG,2WIC,0
2024,PETROL/HYBRID/CNG,2WN,0
2024,PETROL/HYBRID/CNG,2WT,0
2024,PETROL/HYBRID/CNG,3WIC,0
2024,PETROL/HYBRID/CNG,3WN,0
2024,PETROL/HYBRID/CNG,3WT,0
2024,PETROL/HYBRID/CNG,4WIC,0
2024,PETROL/HYBRID/CNG,HGV,0
2024,PETROL/HYBRID/CNG,HMV,0
2024,PETROL/HYBRID/CNG,HPV,0
2024,PETROL/HYBRID/CNG,LGV,0
2024,PETROL/HYBRID/CNG,LMV,1
2024,PETROL/HYBRID/CNG,LPV,2
2024,PETROL/HYBRID/CNG,MGV,0
2024,PETROL/HYBRID/CNG,MMV,0
2024,PETROL/HYBRID/CNG,MPV,0
2024,PETROL/HYBRID/CNG,OTH,0
2024,PETROL/LPG,2WIC,0
2024,PETROL/LPG,2WN,0
2024,PETROL/LPG,2WT,0
2024,PETROL/LPG,3WIC,0
2024,PETROL/LPG,3WN,2
2024,PETROL/LPG,3WT,86
2024,PETROL/LPG,4WIC,0
2024,PETROL/LPG,HGV,0
2024,PETROL/LPG,HMV,0
2024,PETROL/LPG,HPV,0
2024,PETROL/LPG,LGV,2
2024,PETROL/LPG,LMV,41
2024,PETROL/LPG,LPV,19
2024,PETROL/LPG,MGV,0
2024,PETROL/LPG,MMV,0
2024,PETROL/LPG,MPV,0
2024,PETROL/LPG,OTH,0
2024,PURE EV,2WIC,0
2024,PURE EV,2WN,0
2024,PURE EV,2WT,0
2024,PURE EV,3WIC,0
2024,PURE EV,3WN,0
2024,PURE EV,3WT,0
2024,PURE EV,4WIC,0
2024,PURE EV,HGV,0
2024,PURE EV,HMV,0
2024,PURE EV,HPV,0
2024,PURE EV,LGV,1
2024,PURE EV,LMV,0
2024,PURE EV,LPV,1
2024,PURE EV,MGV,0
2024,PURE EV,MMV,0
2024,PURE EV,MPV,0
2024,PURE EV,OTH,0
2024,STRONG HYBRID EV,2WIC,0
2024,STRONG HYBRID EV,2WN,0
2024,STRONG HYBRID EV,2WT,0
2024,STRONG HYBRID EV,3WIC,0
2024,STRONG HYBRID EV,3WN,0
2024,STRONG HYBRID EV,3WT,0
2024,STRONG HYBRID EV,4WIC,0
2024,STRONG HYBRID EV,HGV,0
2024,STRONG HYBRID EV,HMV,0
2024,STRONG HYBRID EV,HPV,0
2024,STRONG HYBRID EV,LGV,0
2024,STRONG HYBRID EV,LMV,141
2024,STRONG HYBRID EV,LPV,1
2024,STRONG HYBRID EV,MGV,0
2024,STRONG HYBRID EV,MMV,0
2024,STRONG HYBRID EV,MPV,0
2024,STRONG HYBRID EV,OTH,0
2025,CNG ONLY,2WIC,0
2025,CNG ONLY,2WN,2230
2025,CNG ONLY,2WT,0
2025,CNG ONLY,3WIC,0
2025,CNG ONLY,3WN,176
2025,CNG ONLY,3WT,29836
2025,CNG ONLY,4WIC,0
2025,CNG ONLY,HGV,141
2025,CNG ONLY,HMV,0
2025,CNG ONLY,HPV,65
2025,CNG ONLY,LGV,1667
2025,CNG ONLY,LMV,28
2025,CNG ONLY,LPV,51
2025,CNG ONLY,MGV,275
2025,CNG ONLY,MMV,1
2025,CNG ONLY,MPV,67
2025,CNG ONLY,OTH,0
2025,DIESEL,2WIC,0
2025,DIESEL,2WN,0
2025,DIESEL,2WT,0
2025,DIESEL,3WIC,0
2025,DIESEL,3WN,29
2025,DIESEL,3WT,12592
2025,DIESEL,4WIC,12
2025,DIESEL,HGV,15304
2025,DIESEL,HMV,278
2025,DIESEL,HPV,5116
2025,DIESEL,LGV,34053
2025,DIESEL,LMV,64332
2025,DIESEL,LPV,6494
2025,DIESEL,MGV,6524
2025,DIESEL,MMV,888
2025,DIESEL,MPV,2433
2025,DIESEL,OTH,5073
2025,DIESEL/HYBRID,2WIC,0
2025,DIESEL/HYBRID,2WN,0
2025,DIESEL/HYBRID,2WT,0
2025,DIESEL/HYBRID,3WIC,0
2025,DIESEL/HYBRID,3WN,0
2025,DIESEL/HYBRID,3WT,0
2025,DIESEL/HYBRID,4WIC,0
2025,DIESEL/HYBRID,HGV,0
2025,DIESEL/HYBRID,HMV,0
2025,DIESEL/HYBRID,HPV,0
2025,DIESEL/HYBRID,LGV,0
2025,DIESEL/HYBRID,LMV,342
2025,DIESEL/HYBRID,LPV,1
2025,DIESEL/HYBRID,MGV,0
2025,DIESEL/HYBRID,MMV,0
2025,DIESEL/HYBRID,MPV,0
2025,DIESEL/HYBRID,OTH,0
2025,ELECTRIC(BOV),2WIC,2
2025,ELECTRIC(BOV),2WN,61786
2025,ELECTRIC(BOV),2WT,0
2025,ELECTRIC(BOV),3WIC,0
2025,ELECTRIC(BOV),3WN,171
2025,ELECTRIC(BOV),3WT,8605
2025,ELECTRIC(BOV),4WIC,2
2025,ELECTRIC(BOV),HGV,8
2025,ELECTRIC(BOV),HMV,0
2025,ELECTRIC(BOV),HPV,22
2025,ELECTRIC(BOV),LGV,710
2025,ELECTRIC(BOV),LMV,4667
2025,ELECTRIC(BOV),LPV,396
2025,ELECTRIC(BOV),MGV,0
2025,ELECTRIC(BOV),MMV,0
2025,ELECTRIC(BOV),MPV,0
2025,ELECTRIC(BOV),OTH,0
2025,ETHANOL,2WIC,0
2025,ETHANOL,2WN,112
2025,ETHANOL,2WT,0
2025,ETHANOL,3WIC,0
2025,ETHANOL,3WN,0
2025,ETHANOL,3WT,0
2025,ETHANOL,4WIC,0
2025,ETHANOL,HGV,0
2025,ETHANOL,HMV,0
2025,ETHANOL,HPV,0
2025,ETHANOL,LGV,0
2025,ETHANOL,LMV,0
2025,ETHANOL,LPV,0
2025,ETHANOL,MGV,0
2025,ETHANOL,MMV,0
2025,ETHANOL,MPV,0
2025,ETHANOL,OTH,0
2025,LNG,2WIC,0
2025,LNG,2WN,0
2025,LNG,2WT,0
2025,LNG,3WIC,0
2025,LNG,3WN,0
2025,LNG,3WT,0
2025,LNG,4WIC,0
2025,LNG,HGV,28
2025,LNG,HMV,0
2025,LNG,HPV,0
2025,LNG,LGV,0
2025,LNG,LMV,0
2025,LNG,LPV,0
2025,LNG,MGV,0
2025,LNG,MMV,0
2025,LNG,MPV,0
2025,LNG,OTH,0
2025,LPG ONLY,2WIC,0
2025,LPG ONLY,2WN,0
2025,LPG ONLY,2WT,0
2025,LPG ONLY,3WIC,0
2025,LPG ONLY,3WN,16
2025,LPG ONLY,3WT,2133
2025,LPG ONLY,4WIC,0
2025,LPG ONLY,HGV,0
2025,LPG ONLY,HMV,0
2025,LPG ONLY,HPV,0
2025,LPG ONLY,LGV,0
2025,LPG ONLY,LMV,0
2025,LPG ONLY,LPV,0
2025,LPG ONLY,MGV,0
2025,LPG ONLY,MMV,0
2025,LPG ONLY,MPV,0
2025,LPG ONLY,OTH,0
2025,NOT APPLICABLE,2WIC,0
2025,NOT APPLICABLE,2WN,0
2025,NOT APPLICABLE,2WT,0
2025,NOT APPLICABLE,3WIC,0
2025,NOT APPLICABLE,3WN,0
2025,NOT APPLICABLE,3WT,4
2025,NOT APPLICABLE,4WIC,0
2025,NOT APPLICABLE,HGV,2
2025,NOT APPLICABLE,HMV,0
2025,NOT APPLICABLE,HPV,0
2025,NOT APPLICABLE,LGV,0
2025,NOT APPLICABLE,LMV,0
2025,NOT APPLICABLE,LPV,0
2025,NOT APPLICABLE,MGV,0
2025,NOT APPLICABLE,MMV,0
2025,NOT APPLICABLE,MPV,0
2025,NOT APPLICABLE,OTH,0
2025,PETROL,2WIC,11142
2025,PETROL,2WN,1210937
2025,PETROL,2WT,0
2025,PETROL,3WIC,4
2025,PETROL,3WN,9
2025,PETROL,3WT,232
2025,PETROL,4WIC,254
2025,PETROL,HGV,0
2025,PETROL,HMV,0
2025,PETROL,HPV,0
2025,PETROL,LGV,1694
2025,PETROL,LMV,160100
2025,PETROL,LPV,7799
2025,PETROL,MGV,0
2025,PETROL,MMV,0
2025,PETROL,MPV,0
2025,PETROL,OTH,14
2025,PETROL/CNG,2WIC,0
2025,PETROL/CNG,2WN,0
2025,PETROL/CNG,2WT,0
2025,PETROL/CNG,3WIC,0
2025,PETROL/CNG,3WN,0
2025,PETROL/CNG,3WT,2
2025,PETROL/CNG,4WIC,5
2025,PETROL/CNG,HGV,0
2025,PETROL/CNG,HMV,0
2025,PETROL/CNG,HPV,0
2025,PETROL/CNG,LGV,279
2025,PETROL/CNG,LMV,9322
2025,PETROL/CNG,LPV,18409
2025,PETROL/CNG,MGV,0
2025,PETROL/CNG,MMV,0
2025,PETROL/CNG,MPV,0
2025,PETROL/CNG,OTH,0
2025,PETROL(E20)/CNG,2WIC,0
2025,PETROL(E20)/CNG,2WN,0
2025,PETROL(E20)/CNG,2WT,0
2025,PETROL(E20)/CNG,3WIC,0
2025,PETROL(E20)/CNG,3WN,0
2025,PETROL(E20)/CNG,3WT,0
2025,PETROL(E20)/CNG,4WIC,0
2025,PETROL(E20)/CNG,HGV,0
2025,PETROL(E20)/CNG,HMV,0
2025,PETROL(E20)/CNG,HPV,0
2025,PETROL(E20)/CNG,LGV,0
2025,PETROL(E20)/CNG,LMV,0
2025,PETROL(E20)/CNG,LPV,1
2025,PETROL(E20)/CNG,MGV,0
2025,PETROL(E20)/CNG,MMV,0
2025,PETROL(E20)/CNG,MPV,0
2025,PETROL(E20)/CNG,OTH,0
2025,PETROL(E20)/LPG,2WIC,0
2025,PETROL(E20)/LPG,2WN,0
2025,PETROL(E20)/LPG,2WT,0
2025,PETROL(E20)/LPG,3WIC,0
2025,PETROL(E20)/LPG,3WN,0
2025,PETROL(E20)/LPG,3WT,0
2025,PETROL(E20)/LPG,4WIC,0
2025,PETROL(E20)/LPG,HGV,0
2025,PETROL(E20)/LPG,HMV,0
2025,PETROL(E20)/LPG,HPV,0
2025,PETROL(E20)/LPG,LGV,0
2025,PETROL(E20)/LPG,LMV,0
2025,PETROL(E20)/LPG,LPV,1
2025,PETROL(E20)/LPG,MGV,0
2025,PETROL(E20)/LPG,MMV,0
2025,PETROL(E20)/LPG,MPV,0
2025,PETROL(E20)/LPG,OTH,0
2025,PETROL/ETHANOL,2WIC,6
2025,PETROL/ETHANOL,2WN,158227
2025,PETROL/ETHANOL,2WT,0
2025,PETROL/ETHANOL,3WIC,0
2025,PETROL/ETHANOL,3WN,0
2025,PETROL/ETHANOL,3WT,0
2025,PETROL/ETHANOL,4WIC,0
2025,PETROL/ETHANOL,HGV,0
2025,PETROL/ETHANOL,HMV,0
2025,PETROL/ETHANOL,HPV,0
2025,PETROL/ETHANOL,LGV,0
2025,PETROL/ETHANOL,LMV,3138
2025,PETROL/ETHANOL,LPV,17
2025,PETROL/ETHANOL,MGV,0
2025,PETROL/ETHANOL,MMV,0
2025,PETROL/ETHANOL,MPV,0
2025,PETROL/ETHANOL,OTH,0
2025,PETROL/HYBRID,2WIC,0
2025,PETROL/HYBRID,2WN,0
2025,PETROL/HYBRID,2WT,0
2025,PETROL/HYBRID,3WIC,0
2025,PETROL/HYBRID,3WN,0
2025,PETROL/HYBRID,3WT,0
2025,PETROL/HYBRID,4WIC,17
2025,PETROL/HYBRID,HGV,0
2025,PETROL/HYBRID,HMV,0
2025,PETROL/HYBRID,HPV,0
2025,PETROL/HYBRID,LGV,0
2025,PETROL/HYBRID,LMV,19955
2025,PETROL/HYBRID,LPV,1544
2025,PETROL/HYBRID,MGV,0
2025,PETROL/HYBRID,MMV,0
2025,PETROL/HYBRID,MPV,0
2025,PETROL/HYBRID,OTH,0
2025,PETROL/HYBRID/CNG,2WIC,0
2025,PETROL/HYBRID/CNG,2WN,0
2025,PETROL/HYBRID/CNG,2WT,0
2025,PETROL/HYBRID/CNG,3WIC,0
2025,PETROL/HYBRID/CNG,3WN,0
2025,PETROL/HYBRID/CNG,3WT,0
2025,PETROL/HYBRID/CNG,4WIC,0
2025,PETROL/HYBRID/CNG,HGV,0
2025,PETROL/HYBRID/CNG,HMV,0
2025,PETROL/HYBRID/CNG,HPV,0
2025,PETROL/HYBRID/CNG,LGV,0
2025,PETROL/HYBRID/CNG,LMV,0
2025,PETROL/HYBRID/CNG,LPV,3
2025,PETROL/HYBRID/CNG,MGV,0
2025,PETROL/HYBRID/CNG,MMV,0
2025,PETROL/HYBRID/CNG,MPV,0
2025,PETROL/HYBRID/CNG,OTH,0
2025,PETROL/LPG,2WIC,0
2025,PETROL/LPG,2WN,0
2025,PETROL/LPG,2WT,0
2025,PETROL/LPG,3WIC,0
2025,PETROL/LPG,3WN,0
2025,PETROL/LPG,3WT,1
2025,PETROL/LPG,4WIC,0
2025,PETROL/LPG,HGV,0
2025,PETROL/LPG,HMV,0
2025,PETROL/LPG,HPV,0
2025,PETROL/LPG,LGV,0
2025,PETROL/LPG,LMV,6
2025,PETROL/LPG,LPV,18
2025,PETROL/LPG,MGV,0
2025,PETROL/LPG,MMV,0
2025,PETROL/LPG,MPV,0
2025,PETROL/LPG,OTH,0
2025,PLUG-IN HYBRID EV,2WIC,0
2025,PLUG-IN HYBRID EV,2WN,0
2025,PLUG-IN HYBRID EV,2WT,0
2025,PLUG-IN HYBRID EV,3WIC,0
2025,PLUG-IN HYBRID EV,3WN,0
2025,PLUG-IN HYBRID EV,3WT,0
2025,PLUG-IN HYBRID EV,4WIC,0
2025,PLUG-IN HYBRID EV,HGV,0
2025,PLUG-IN HYBRID EV,HMV,0
2025,PLUG-IN HYBRID EV,HPV,0
2025,PLUG-IN HYBRID EV,LGV,0
2025,PLUG-IN HYBRID EV,LMV,4
2025,PLUG-IN HYBRID EV,LPV,0
2025,PLUG-IN HYBRID EV,MGV,0
2025,PLUG-IN HYBRID EV,MMV,0
2025,PLUG-IN HYBRID EV,MPV,0
2025,PLUG-IN HYBRID EV,OTH,0
2025,PURE EV,2WIC,1
2025,PURE EV,2WN,57049
2025,PURE EV,2WT,0
2025,PURE EV,3WIC,0
2025,PURE EV,3WN,11
2025,PURE EV,3WT,631
2025,PURE EV,4WIC,2
2025,PURE EV,HGV,33
2025,PURE EV,HMV,0
2025,PURE EV,HPV,15
2025,PURE EV,LGV,118
2025,PURE EV,LMV,3307
2025,PURE EV,LPV,175
2025,PURE EV,MGV,0
2025,PURE EV,MMV,0
2025,PURE EV,MPV,0
2025,PURE EV,OTH,0
2025,STRONG HYBRID EV,2WIC,0
2025,STRONG HYBRID EV,2WN,0
2025,STRONG HYBRID EV,2WT,0
2025,STRONG HYBRID EV,3WIC,0
2025,STRONG HYBRID EV,3WN,0
2025,STRONG HYBRID EV,3WT,0
2025,STRONG HYBRID EV,4WIC,4
2025,STRONG HYBRID EV,HGV,0
2025,STRONG HYBRID EV,HMV,0
2025,STRONG HYBRID EV,HPV,0
2025,STRONG HYBRID EV,LGV,0
2025,STRONG HYBRID EV,LMV,5644
2025,STRONG HYBRID EV,LPV,43
2025,STRONG HYBRID EV,MGV,0
2025,STRONG HYBRID EV,MMV,0
2025,STRONG HYBRID EV,MPV,0
2025,STRONG HYBRID EV,OTH,0
